"age","job","marital","education","default","balance","housing","loan","day","month","duration","campaign","pdays","previous","y"
41,"technician","married","secondary","no",1225.28735632184,"no","no",11,"feb",109,3,-1,0,"yes"
52,"management","married","tertiary","no",3635.63218390805,"no","no",25,"aug",56,6,-1,0,"no"
40,"services","single","secondary","no",1020.68965517241,"yes","no",12,"may",169,2,-1,0,"no"
48,"blue-collar","single","unknown","no",491.954022988506,"yes","no",18,"may",127,1,-1,0,"no"
33,"management","divorced","secondary","no",121.83908045977,"no","no",20,"aug",175,3,-1,0,"no"
44,"technician","divorced","secondary","no",0,"no","no",12,"aug",56,2,-1,0,"no"
55,"management","married","tertiary","no",1125.28735632184,"no","yes",8,"jul",123,1,-1,0,"no"
51,"admin.","married","secondary","no",3059.77011494253,"no","no",28,"jan",148,2,-1,0,"no"
34,"management","single","tertiary","no",96.551724137931,"no","no",5,"feb",231,1,-1,0,"no"
58,"retired","divorced","unknown","no",6804.59770114943,"yes","no",23,"jul",255,1,-1,0,"no"
39,"management","single","tertiary","no",937.931034482759,"yes","no",27,"aug",37,3,-1,0,"no"
27,"unemployed","single","secondary","no",3765.51724137931,"no","no",5,"aug",106,1,110,2,"no"
55,"management","divorced","unknown","no",2.29885057471264,"yes","no",19,"may",95,1,-1,0,"no"
35,"technician","single","secondary","no",-58.6206896551724,"no","no",2,"jul",134,2,-1,0,"no"
37,"technician","single","tertiary","no",3810.34482758621,"yes","no",9,"apr",820,2,-1,0,"no"
52,"technician","married","secondary","no",225.287356321839,"yes","yes",24,"feb",116,1,273,3,"no"
41,"blue-collar","married","secondary","no",634.48275862069,"yes","no",12,"may",463,1,-1,0,"no"
52,"admin.","married","secondary","no",2697.70114942529,"no","yes",12,"aug",603,3,-1,0,"no"
34,"blue-collar","single","secondary","no",4279.31034482759,"yes","no",27,"may",47,5,-1,0,"no"
53,"management","divorced","primary","no",293.103448275862,"no","no",19,"nov",126,1,-1,0,"no"
33,"management","single","tertiary","no",3612.64367816092,"no","no",29,"jun",421,2,-1,0,"yes"
47,"self-employed","married","secondary","no",0,"no","no",26,"jun",174,8,-1,0,"no"
35,"blue-collar","married","secondary","no",7368.96551724138,"yes","yes",30,"jan",144,1,266,2,"no"
33,"management","single","tertiary","no",2194.25287356322,"no","no",8,"aug",191,2,-1,0,"no"
55,"blue-collar","married","primary","no",4451.72413793103,"no","no",21,"apr",222,1,-1,0,"no"
58,"self-employed","married","primary","no",1164.36781609195,"yes","no",11,"aug",206,1,461,1,"yes"
44,"admin.","married","secondary","no",301.149425287356,"yes","no",9,"jul",74,1,-1,0,"no"
25,"services","single","secondary","no",3697.70114942529,"yes","no",28,"may",24,1,-1,0,"no"
37,"technician","single","secondary","no",6248.27586206897,"yes","no",6,"may",7,11,351,1,"no"
41,"blue-collar","married","primary","no",2375.86206896552,"yes","no",15,"may",493,7,-1,0,"no"
34,"blue-collar","single","secondary","no",247.126436781609,"no","no",3,"mar",350,3,-1,0,"yes"
36,"services","divorced","secondary","no",1832.18390804598,"no","no",6,"jun",250,3,-1,0,"no"
44,"self-employed","married","tertiary","no",154.022988505747,"no","no",28,"aug",86,4,-1,0,"no"
34,"entrepreneur","divorced","tertiary","no",301.149425287356,"no","no",20,"nov",371,1,-1,0,"no"
56,"blue-collar","divorced","primary","no",3472.41379310345,"no","no",9,"jun",419,2,-1,0,"no"
43,"management","divorced","tertiary","no",445.977011494253,"yes","no",8,"may",2087,2,-1,0,"yes"
28,"blue-collar","single","secondary","no",3921.83908045977,"yes","no",15,"may",22,4,-1,0,"no"
54,"blue-collar","married","secondary","no",1483.90804597701,"yes","no",5,"may",266,1,-1,0,"no"
37,"technician","divorced","secondary","no",90.8045977011494,"no","no",21,"jul",191,1,-1,0,"no"
59,"self-employed","married","tertiary","no",2313.79310344828,"no","no",19,"feb",222,4,94,2,"yes"
58,"blue-collar","divorced","secondary","no",624.137931034483,"no","yes",17,"jul",264,3,-1,0,"no"
56,"management","divorced","tertiary","no",1167.81609195402,"yes","no",9,"jun",184,5,-1,0,"no"
32,"blue-collar","single","secondary","no",694.252873563218,"no","yes",28,"may",95,3,-1,0,"no"
42,"management","single","tertiary","no",603.448275862069,"no","no",13,"aug",127,2,-1,0,"no"
52,"retired","divorced","primary","no",405.747126436782,"no","no",31,"jul",395,4,-1,0,"no"
46,"management","married","tertiary","no",1108.04597701149,"yes","no",8,"apr",174,1,-1,0,"no"
37,"admin.","married","tertiary","no",4497.70114942529,"yes","no",27,"apr",124,1,-1,0,"yes"
39,"blue-collar","married","primary","no",1010.34482758621,"yes","no",26,"may",102,2,-1,0,"no"
31,"admin.","married","secondary","no",360.919540229885,"yes","no",17,"apr",279,1,-1,0,"no"
59,"housemaid","married","primary","no",0,"no","no",27,"aug",76,11,-1,0,"no"
38,"blue-collar","married","secondary","no",1574.71264367816,"yes","no",11,"may",472,2,-1,0,"no"
58,"management","married","secondary","no",42.5287356321839,"no","no",18,"aug",84,11,-1,0,"no"
34,"management","single","tertiary","no",773.563218390805,"yes","yes",20,"nov",271,1,184,1,"no"
40,"services","married","secondary","no",-393.103448275862,"yes","no",26,"may",754,1,-1,0,"no"
20,"student","single","secondary","no",334.48275862069,"no","no",11,"may",172,5,371,5,"no"
34,"technician","married","secondary","no",240.229885057471,"yes","yes",8,"apr",375,2,-1,0,"no"
31,"technician","single","tertiary","no",503.448275862069,"yes","no",12,"aug",130,2,-1,0,"no"
39,"admin.","single","secondary","no",1427.58620689655,"yes","no",12,"may",303,3,-1,0,"no"
34,"entrepreneur","married","tertiary","no",408.045977011494,"yes","no",16,"may",261,1,-1,0,"no"
24,"blue-collar","married","secondary","no",234.48275862069,"yes","yes",17,"apr",229,3,-1,0,"no"
41,"management","married","tertiary","no",12365.5172413793,"yes","no",1,"jun",288,1,-1,0,"no"
40,"management","married","tertiary","no",5.74712643678161,"yes","no",18,"nov",219,3,-1,0,"no"
45,"technician","single","secondary","no",471.264367816092,"yes","no",30,"may",891,4,-1,0,"yes"
36,"management","married","tertiary","no",695.402298850575,"yes","no",26,"may",204,1,-1,0,"no"
53,"management","married","tertiary","no",4.59770114942529,"no","no",20,"jun",19,6,-1,0,"no"
23,"student","single","secondary","no",9763.2183908046,"no","no",25,"aug",158,2,-1,0,"no"
42,"entrepreneur","married","primary","no",227.586206896552,"yes","no",8,"may",314,1,-1,0,"no"
48,"blue-collar","married","secondary","no",966.666666666667,"yes","no",19,"may",215,1,-1,0,"no"
34,"management","married","tertiary","no",9.19540229885057,"no","no",25,"aug",169,4,-1,0,"no"
36,"admin.","married","secondary","no",540.229885057471,"yes","no",31,"jul",101,4,-1,0,"no"
43,"retired","married","secondary","no",597.701149425287,"yes","no",20,"may",15,13,-1,0,"no"
36,"blue-collar","married","secondary","no",504.597701149425,"yes","no",21,"may",260,5,-1,0,"no"
49,"blue-collar","married","secondary","no",-521.83908045977,"yes","no",14,"may",558,1,-1,0,"yes"
55,"retired","married","secondary","no",535.632183908046,"no","no",17,"jun",287,4,-1,0,"no"
53,"retired","married","secondary","no",764.367816091954,"yes","no",22,"apr",371,2,-1,0,"yes"
42,"technician","married","secondary","no",1142.52873563218,"yes","no",11,"aug",149,1,78,5,"yes"
45,"admin.","married","secondary","no",6144.8275862069,"yes","yes",21,"oct",187,1,-1,0,"yes"
31,"blue-collar","married","secondary","no",1428.73563218391,"yes","no",21,"may",32,1,-1,0,"no"
32,"admin.","married","tertiary","no",0,"yes","no",5,"may",138,1,-1,0,"no"
36,"blue-collar","married","secondary","no",2709.19540229885,"yes","no",17,"jun",228,2,-1,0,"no"
56,"retired","married","secondary","no",1200,"no","no",3,"jul",353,2,-1,0,"yes"
46,"admin.","married","secondary","no",1228.73563218391,"yes","no",8,"may",45,2,-1,0,"no"
41,"housemaid","single","secondary","no",265.51724137931,"no","no",9,"jul",76,2,-1,0,"no"
31,"admin.","married","secondary","no",0,"yes","yes",6,"may",144,2,-1,0,"no"
32,"technician","married","secondary","no",305.747126436782,"yes","no",19,"aug",168,2,-1,0,"no"
38,"management","married","tertiary","no",-80.4597701149425,"yes","no",30,"jan",140,1,2,3,"no"
49,"retired","single","primary","no",29682.7586206897,"no","no",17,"jun",94,1,-1,0,"no"
46,"management","single","primary","no",618.390804597701,"no","no",17,"jun",118,3,-1,0,"no"
29,"technician","single","secondary","no",613.793103448276,"yes","no",18,"may",382,1,-1,0,"no"
36,"admin.","married","unknown","no",2670.11494252874,"no","no",19,"nov",111,1,-1,0,"no"
38,"admin.","married","secondary","no",2128.73563218391,"yes","no",15,"may",298,2,-1,0,"no"
53,"technician","married","secondary","no",3042.52873563218,"yes","no",30,"may",121,1,-1,0,"no"
43,"management","married","tertiary","no",3180.45977011494,"yes","no",15,"may",317,7,-1,0,"no"
41,"management","married","tertiary","no",202.298850574713,"yes","yes",5,"may",42,1,-1,0,"no"
42,"management","single","secondary","no",11172.4137931034,"no","no",5,"aug",81,2,-1,0,"no"
55,"blue-collar","divorced","secondary","no",1854.02298850575,"yes","no",3,"apr",296,1,270,3,"yes"
39,"admin.","divorced","secondary","no",3336.7816091954,"yes","yes",25,"jul",259,2,-1,0,"no"
30,"admin.","single","secondary","no",93.1034482758621,"yes","no",6,"aug",121,6,112,3,"no"
41,"blue-collar","married","secondary","no",896.551724137931,"yes","no",15,"may",432,3,-1,0,"no"
44,"unemployed","married","tertiary","no",204.597701149425,"no","no",8,"aug",126,2,-1,0,"no"
58,"management","married","tertiary","no",343.67816091954,"no","no",16,"jul",120,4,-1,0,"no"
35,"retired","married","primary","no",327.586206896552,"yes","no",29,"jan",136,1,-1,0,"no"
27,"blue-collar","married","secondary","no",1002.29885057471,"yes","no",17,"apr",1130,3,-1,0,"no"
34,"services","married","secondary","no",1536.7816091954,"no","no",17,"dec",330,2,127,3,"yes"
25,"services","married","secondary","no",82.7586206896552,"yes","no",23,"jul",305,2,-1,0,"no"
36,"blue-collar","married","secondary","no",0,"no","no",20,"jun",332,3,-1,0,"no"
38,"blue-collar","married","secondary","no",-445.977011494253,"yes","no",9,"may",412,1,-1,0,"no"
30,"admin.","married","secondary","no",12.6436781609195,"yes","no",11,"may",157,1,-1,0,"no"
47,"blue-collar","divorced","secondary","yes",-614.942528735632,"yes","no",30,"jul",71,2,-1,0,"no"
41,"services","divorced","secondary","no",904.597701149425,"yes","no",8,"may",297,2,-1,0,"no"
36,"management","single","tertiary","no",3842.52873563218,"no","no",18,"nov",307,1,-1,0,"no"
63,"entrepreneur","married","secondary","no",4487.35632183908,"no","no",4,"aug",250,2,187,2,"yes"
23,"management","single","tertiary","no",845.977011494253,"yes","no",30,"apr",119,1,-1,0,"no"
32,"management","married","tertiary","no",1597.70114942529,"no","no",7,"aug",116,2,-1,0,"no"
57,"retired","married","primary","no",928.735632183908,"no","no",7,"jul",274,1,-1,0,"no"
48,"management","married","tertiary","no",1318.3908045977,"no","no",5,"aug",389,1,64,2,"yes"
49,"services","married","secondary","no",1289.65517241379,"no","no",4,"aug",143,1,-1,0,"no"
50,"technician","married","secondary","no",-652.873563218391,"yes","yes",28,"may",860,2,-1,0,"no"
33,"blue-collar","married","primary","no",1339.08045977011,"yes","no",21,"may",420,2,-1,0,"no"
53,"services","divorced","secondary","no",-1040.22988505747,"yes","no",28,"may",213,1,-1,0,"no"
30,"unemployed","married","tertiary","no",0,"yes","no",18,"nov",756,1,-1,0,"no"
38,"technician","married","secondary","no",850.574712643678,"no","no",7,"aug",259,3,-1,0,"no"
44,"management","married","secondary","no",9496.55172413793,"yes","no",23,"jul",201,16,-1,0,"no"
39,"admin.","single","secondary","no",16.0919540229885,"yes","yes",13,"may",19,9,-1,0,"no"
45,"technician","single","unknown","no",8170.11494252874,"yes","yes",18,"nov",53,1,172,3,"no"
36,"blue-collar","married","secondary","no",1205.74712643678,"yes","no",14,"may",224,4,-1,0,"yes"
38,"blue-collar","married","secondary","no",0,"yes","no",13,"may",57,5,349,1,"no"
36,"housemaid","married","secondary","no",481.609195402299,"yes","no",30,"may",251,1,-1,0,"no"
30,"management","single","tertiary","no",834.48275862069,"yes","no",16,"apr",39,1,342,3,"no"
28,"technician","divorced","tertiary","no",682.758620689655,"yes","yes",18,"jun",54,3,-1,0,"no"
26,"unemployed","married","tertiary","no",521.83908045977,"yes","yes",23,"may",28,18,-1,0,"no"
54,"unknown","married","secondary","no",2535.63218390805,"no","no",12,"nov",104,1,99,2,"yes"
38,"admin.","married","tertiary","no",2285.05747126437,"no","no",27,"mar",164,2,130,2,"yes"
32,"technician","single","tertiary","no",0,"no","no",7,"aug",268,2,-1,0,"no"
50,"admin.","divorced","secondary","no",232.183908045977,"no","yes",17,"nov",148,1,-1,0,"no"
43,"blue-collar","married","secondary","no",766.666666666667,"yes","no",7,"may",228,3,-1,0,"no"
48,"admin.","married","secondary","no",128.735632183908,"no","no",18,"aug",139,5,-1,0,"no"
57,"housemaid","married","primary","no",57.4712643678161,"no","no",18,"aug",89,3,-1,0,"no"
64,"housemaid","married","primary","no",882.758620689655,"no","no",15,"jul",250,2,182,1,"no"
26,"services","divorced","secondary","no",85.0574712643678,"yes","no",23,"may",106,6,-1,0,"no"
33,"blue-collar","married","secondary","no",759.770114942529,"yes","no",18,"jul",968,1,-1,0,"yes"
50,"self-employed","married","secondary","no",3477.01149425287,"no","yes",6,"aug",168,3,-1,0,"no"
47,"self-employed","married","tertiary","no",863.218390804598,"no","no",24,"jul",408,14,-1,0,"no"
39,"management","single","tertiary","no",478.16091954023,"no","no",23,"oct",56,4,-1,0,"no"
52,"services","married","primary","no",16.0919540229885,"no","yes",28,"jul",55,5,-1,0,"no"
31,"blue-collar","single","primary","no",-577.011494252874,"yes","no",29,"may",76,4,-1,0,"no"
50,"blue-collar","married","primary","no",0,"no","no",11,"aug",72,5,-1,0,"no"
47,"technician","married","secondary","no",688.505747126437,"yes","no",13,"aug",99,3,-1,0,"no"
30,"management","single","tertiary","no",-250.574712643678,"yes","no",27,"aug",13,15,-1,0,"no"
32,"technician","single","tertiary","no",1163.2183908046,"no","no",14,"apr",178,1,-1,0,"no"
36,"technician","married","secondary","no",344.827586206897,"no","no",9,"jun",287,1,-1,0,"no"
46,"technician","married","tertiary","no",249.425287356322,"yes","no",14,"may",141,1,346,2,"no"
45,"management","divorced","tertiary","no",2409.19540229885,"no","no",21,"nov",127,1,100,2,"no"
37,"technician","single","secondary","no",0,"no","no",4,"aug",69,2,-1,0,"no"
58,"housemaid","married","primary","no",6066.66666666667,"yes","no",4,"jun",763,4,-1,0,"no"
59,"management","married","tertiary","no",2104.59770114943,"no","no",17,"feb",122,1,92,1,"no"
28,"management","married","tertiary","no",1701.14942528736,"yes","no",18,"may",143,1,-1,0,"no"
48,"management","married","tertiary","no",8378.16091954023,"yes","no",2,"feb",316,3,-1,0,"no"
55,"blue-collar","married","unknown","no",1913.79310344828,"no","no",30,"jul",89,2,-1,0,"no"
37,"blue-collar","single","primary","no",978.16091954023,"yes","no",15,"may",151,1,352,1,"no"
41,"management","married","tertiary","no",3316.09195402299,"no","no",19,"nov",40,1,-1,0,"no"
35,"blue-collar","married","secondary","no",157.471264367816,"no","yes",4,"oct",5,1,808,12,"no"
34,"blue-collar","single","secondary","no",1424.13793103448,"yes","no",18,"jul",90,1,-1,0,"no"
43,"management","single","tertiary","no",167.816091954023,"no","no",21,"nov",50,1,113,5,"no"
59,"technician","married","secondary","no",1.14942528735632,"no","no",15,"apr",159,2,378,3,"yes"
50,"blue-collar","divorced","primary","no",-11.4942528735632,"no","yes",10,"jul",369,6,-1,0,"no"
37,"technician","married","secondary","no",551.724137931035,"no","no",22,"oct",344,2,182,8,"yes"
35,"technician","married","secondary","no",3205.74712643678,"yes","no",4,"sep",256,2,94,1,"no"
50,"technician","single","secondary","no",4479.31034482759,"no","no",26,"oct",298,1,-1,0,"no"
36,"technician","divorced","secondary","no",559.770114942529,"no","yes",11,"aug",268,3,-1,0,"no"
41,"admin.","married","secondary","no",5873.5632183908,"yes","no",13,"apr",231,1,-1,0,"no"
28,"management","married","tertiary","no",365.51724137931,"yes","no",27,"may",4,4,-1,0,"no"
42,"technician","single","tertiary","no",-472.413793103448,"yes","no",12,"may",78,5,292,3,"no"
60,"retired","married","secondary","no",5540.22988505747,"no","no",5,"jun",419,1,-1,0,"no"
28,"management","single","tertiary","no",5674.71264367816,"yes","no",13,"may",421,3,-1,0,"no"
48,"entrepreneur","married","secondary","no",833.333333333333,"no","yes",10,"jul",105,1,-1,0,"no"
51,"entrepreneur","married","tertiary","no",6210.34482758621,"no","no",6,"jun",42,1,-1,0,"no"
32,"technician","married","tertiary","no",4700,"no","no",26,"may",114,7,287,3,"no"
35,"technician","married","tertiary","no",216.091954022989,"no","no",26,"aug",286,2,-1,0,"no"
37,"technician","married","unknown","no",217.241379310345,"no","no",1,"oct",238,1,107,2,"yes"
38,"blue-collar","divorced","secondary","no",3445.97701149425,"yes","no",11,"jun",91,1,-1,0,"no"
77,"retired","married","secondary","no",701.149425287356,"no","no",13,"aug",766,3,-1,0,"no"
32,"management","single","unknown","no",904.597701149425,"no","no",28,"jan",92,1,-1,0,"no"
43,"technician","divorced","secondary","no",191.954022988506,"no","no",4,"aug",211,3,-1,0,"no"
